,horizontal boundary,vertical boundary
0,"[[0.         1.         2.82353516]
 [0.03       0.97       2.63535156]
 [0.06       0.94       2.44130859]
 [0.09       0.91       2.2375    ]
 [0.12       0.88       2.02685547]
 [0.15       0.85       1.79570313]
 [0.16       0.84       1.70908203]
 [0.17       0.83       1.60878906]
 [0.18       0.82       1.47236328]
 [0.19       0.81       1.24023438]
 [0.2        0.8        1.17458984]
 [0.21       0.79       1.12167969]
 [0.22       0.78       1.09169922]
 [0.23       0.77       1.07050781]
 [0.24       0.76       1.04833984]
 [0.25       0.75       1.03300781]
 [0.26       0.74       1.02441797]
 [0.27       0.73       1.01601563]
 [0.28       0.72       1.01119141]
 [0.29       0.71       1.00878906]
 [0.3        0.7        1.00810547]
 [0.34       0.66       1.0015625 ]
 [0.38       0.62       1.00087891]
 [0.42       0.58       1.00605469]
 [0.46       0.54       1.00341797]
 [0.5        0.5        1.        ]]","[[0.12457813 0.87542187 2.        ]
 [0.149375   0.850625   1.81909091]
 [0.16876563 0.83123437 1.63818182]
 [0.18146875 0.81853125 1.45727273]
 [0.18867188 0.81132812 1.27636364]
 [0.18796875 0.81203125 1.09545455]
 [0.18726563 0.81273438 0.91454545]
 [0.1865625  0.8134375  0.73363636]
 [0.18664063 0.81335937 0.55272727]
 [0.1859375  0.8140625  0.37181818]
 [0.18601563 0.81398437 0.19090909]
 [0.1853125  0.8146875  0.01      ]]"
